,model_id,model,d_model,e_layers,seq_len,pred_len,c_out,batch_size,buffer_size,lr,sample_type,eq,edq,ep
122,itf_dm48_el1_sl5_pl3_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,5,3,4,64,200,0.001,log,1.3006768103776306e-05,-8.645748194256947e-05,0.0006031273959639953
206,itf_dm48_el1_sl5_pl8_co4_bs128_bfs128_lr0.001_stlog,itf,48,1,5,8,4,128,128,0.001,log,1.2957478536885754e-05,-7.889670056665044e-05,0.0006031449689563244
882,itf_dm48_el1_sl40_pl1_co4_bs16_bfs200_lr0.001_stlog,itf,48,1,40,1,4,16,200,0.001,log,1.186264569472172e-05,-8.115921398268045e-05,0.0006034194050609336
840,itf_dm48_el1_sl20_pl8_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,20,8,4,64,2000,0.05,log,1.1809873766481635e-05,-8.010492274524187e-05,0.0006034841554998989
764,itf_dm48_el1_sl20_pl3_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,20,3,4,128,4000,0.05,log,1.238570937518496e-05,-8.2808317764832e-05,0.0006042113254066165
329,itf_dm48_el1_sl10_pl1_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,10,1,4,64,500,0.01,log,1.2902191315883674e-05,-8.491593778707203e-05,0.0006042486405895795
901,itf_dm48_el1_sl40_pl1_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,40,1,4,32,500,0.01,log,1.2417237966013566e-05,-8.763892708859309e-05,0.0006046201396478417
1020,itf_dm48_el1_sl40_pl3_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,40,3,4,128,1000,0.05,log,1.2373539256015803e-05,-8.065106817628075e-05,0.0006046683729852996
240,itf_dm48_el1_sl5_pl8_co4_bs16_bfs1000_lr0.05_stlog,itf,48,1,5,8,4,16,1000,0.05,log,9.703694871509465e-06,-8.618280410850696e-05,0.000604718391814878
804,itf_dm48_el1_sl20_pl8_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,20,8,4,32,500,0.05,log,1.247971573190373e-05,-8.474858969046003e-05,0.0006052019866897244
644,itf_dm48_el1_sl20_pl1_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,20,1,4,32,2000,0.05,log,1.1737910649872296e-05,-8.52430153694809e-05,0.0006052820518817394
1085,itf_dm48_el1_sl40_pl8_co4_bs128_bfs200_lr0.01_stlog,itf,48,1,40,8,4,128,200,0.01,log,1.2836214816254205e-05,-8.299629510675772e-05,0.0006054844385222096
477,itf_dm48_el1_sl10_pl3_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,10,3,4,128,4000,0.01,log,1.354328406548026e-05,-8.503707365298653e-05,0.0006067385825447373
849,itf_dm48_el1_sl20_pl8_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,20,8,4,16,4000,0.01,log,1.1675100360195468e-05,-8.326333332630328e-05,0.0006073040862041919
326,itf_dm48_el1_sl10_pl1_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,10,1,4,32,500,0.001,log,1.294577924384956e-05,-8.493007025120501e-05,0.0006073676235491693
180,itf_dm48_el1_sl5_pl3_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,5,3,4,32,4000,0.05,log,8.242726789376993e-06,-9.057991767823627e-05,0.0006088900899585897
440,itf_dm48_el1_sl10_pl3_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,10,3,4,64,1000,0.05,log,1.19754861584914e-05,-8.623385138010467e-05,0.0006097083576267562
878,itf_dm48_el1_sl40_pl1_co4_bs128_bfs128_lr0.001_stlog,itf,48,1,40,1,4,128,128,0.001,log,1.3009685878056848e-05,-7.987059644873297e-05,0.0006098335993956705
1009,itf_dm48_el1_sl40_pl3_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,40,3,4,16,1000,0.01,log,1.2256019613923102e-05,-8.504059023246033e-05,0.0006109793666475116
744,itf_dm48_el1_sl20_pl3_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,20,3,4,64,2000,0.05,log,1.1953120598114434e-05,-8.695333968916164e-05,0.0006115198328928319
536,itf_dm48_el1_sl10_pl8_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,10,8,4,64,1000,0.05,log,1.2158009377626782e-05,-8.762350973588913e-05,0.0006121731475541791
529,itf_dm48_el1_sl10_pl8_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,10,8,4,16,1000,0.01,log,1.1675119593823938e-05,-8.561052055162249e-05,0.0006128201249464898
472,itf_dm48_el1_sl10_pl3_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,10,3,4,64,4000,0.05,log,1.1905387306646324e-05,-8.896416606917487e-05,0.0006133330828937405
1074,itf_dm48_el1_sl40_pl8_co4_bs16_bfs200_lr0.001_stlog,itf,48,1,40,8,4,16,200,0.001,log,1.2621628154500515e-05,-8.668824839523376e-05,0.0006144468903846556
628,itf_dm48_el1_sl20_pl1_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,20,1,4,32,1000,0.05,log,1.209146828067345e-05,-8.908451449001408e-05,0.0006147225151085337
1149,itf_dm48_el1_sl40_pl8_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,40,8,4,128,4000,0.01,log,1.2683281465352097e-05,-8.811275871708438e-05,0.0006148270100705402
182,itf_dm48_el1_sl5_pl3_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,5,3,4,32,4000,0.001,log,1.2756050511790549e-05,-8.999567578993643e-05,0.0006150463263383247
652,itf_dm48_el1_sl20_pl1_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,20,1,4,128,2000,0.05,log,1.1166527284289915e-05,-8.56955913294188e-05,0.0006150972856673279
1113,itf_dm48_el1_sl40_pl8_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,40,8,4,64,1000,0.01,log,1.3343019571027549e-05,-8.736361518588576e-05,0.0006154264335276493
176,itf_dm48_el1_sl5_pl3_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,5,3,4,16,4000,0.05,log,7.394718652480817e-06,-9.065698677886364e-05,0.0006157254290888393
46,itf_dm48_el1_sl5_pl1_co4_bs128_bfs500_lr0.001_stlog,itf,48,1,5,1,4,128,500,0.001,log,1.2973613092317419e-05,-8.999715591503487e-05,0.0006163732357194716
556,itf_dm48_el1_sl10_pl8_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,10,8,4,128,2000,0.05,log,1.2499407734215765e-05,-8.347349102966065e-05,0.0006172786908312435
81,itf_dm48_el1_sl5_pl1_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,5,1,4,16,4000,0.01,log,1.1107238204105692e-05,-8.90380267115627e-05,0.0006179114952714147
908,itf_dm48_el1_sl40_pl1_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,40,1,4,128,500,0.05,log,1.1768951589044595e-05,-9.025269462822547e-05,0.000618130554830151
669,itf_dm48_el1_sl20_pl1_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,20,1,4,128,4000,0.01,log,1.3611788970427417e-05,-8.526048986225946e-05,0.0006190249072228148
70,itf_dm48_el1_sl5_pl1_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,5,1,4,32,2000,0.001,log,1.3058790552231624e-05,-9.263749442932475e-05,0.0006194040921760348
374,itf_dm48_el1_sl10_pl1_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,10,1,4,32,4000,0.001,log,1.3177793181144638e-05,-8.950832386574875e-05,0.0006194228219315201
164,itf_dm48_el1_sl5_pl3_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,5,3,4,32,2000,0.05,log,9.720413748814732e-06,-9.33202862028774e-05,0.0006195482149938322
260,itf_dm48_el1_sl5_pl8_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,5,8,4,32,2000,0.05,log,1.1230162836135512e-05,-9.18957251049477e-05,0.0006197707179666402
749,itf_dm48_el1_sl20_pl3_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,20,3,4,128,2000,0.01,log,1.3218545841798147e-05,-8.854484722753539e-05,0.0006200931317038673
405,itf_dm48_el1_sl10_pl3_co4_bs32_bfs200_lr0.01_stlog,itf,48,1,10,3,4,32,200,0.01,log,1.2176524400804112e-05,-9.075845535266034e-05,0.0006201290802067616
137,itf_dm48_el1_sl5_pl3_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,5,3,4,64,500,0.01,log,1.2484290420049443e-05,-9.128887149382169e-05,0.000620497940630907
1017,itf_dm48_el1_sl40_pl3_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,40,3,4,64,1000,0.01,log,1.3077025319678981e-05,-9.086146294047482e-05,0.0006210987795060553
650,itf_dm48_el1_sl20_pl1_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,20,1,4,64,2000,0.001,log,1.2767425056741386e-05,-9.149723152801752e-05,0.0006213543850902137
761,itf_dm48_el1_sl20_pl3_co4_bs64_bfs4000_lr0.01_stlog,itf,48,1,20,3,4,64,4000,0.01,log,1.2789122140030758e-05,-9.312344286337886e-05,0.0006215486767869955
942,itf_dm48_el1_sl40_pl1_co4_bs128_bfs2000_lr0.001_stlog,itf,48,1,40,1,4,128,2000,0.001,log,1.3141884836056681e-05,-9.074216903543365e-05,0.0006220736142677919
938,itf_dm48_el1_sl40_pl1_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,40,1,4,64,2000,0.001,log,1.3485757648397888e-05,-8.914126275011034e-05,0.0006223687867429548
402,itf_dm48_el1_sl10_pl3_co4_bs16_bfs200_lr0.001_stlog,itf,48,1,10,3,4,16,200,0.001,log,1.2925160674730576e-05,-9.38930080877521e-05,0.0006226325317671056
934,itf_dm48_el1_sl40_pl1_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,40,1,4,32,2000,0.001,log,1.3086238623971755e-05,-9.200608193352198e-05,0.0006229158863519597
916,itf_dm48_el1_sl40_pl1_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,40,1,4,32,1000,0.05,log,1.0475755286395733e-05,-9.318542687283696e-05,0.0006229674759815077
1101,itf_dm48_el1_sl40_pl8_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,40,8,4,128,500,0.01,log,1.2808254146251682e-05,-8.49723140270305e-05,0.000623369144610343
289,itf_dm48_el1_sl10_pl1_co4_bs16_bfs128_lr0.01_stlog,itf,48,1,10,1,4,16,128,0.01,log,1.2084301877800469e-05,-9.264548678489075e-05,0.0006236046414449729
957,itf_dm48_el1_sl40_pl1_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,40,1,4,128,4000,0.01,log,1.3089695520488896e-05,-9.218698520171813e-05,0.0006239532461088093
686,itf_dm48_el1_sl20_pl3_co4_bs128_bfs128_lr0.001_stlog,itf,48,1,20,3,4,128,128,0.001,log,1.3014199209420763e-05,-8.885778079835384e-05,0.0006253439869518848
25,itf_dm48_el1_sl5_pl1_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,5,1,4,64,200,0.01,log,1.2589667601850887e-05,-9.2386445626006e-05,0.0006258620153350569
668,itf_dm48_el1_sl20_pl1_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,20,1,4,128,4000,0.05,log,1.2920476460362136e-05,-9.235365717145949e-05,0.0006262643684752189
281,itf_dm48_el1_sl5_pl8_co4_bs64_bfs4000_lr0.01_stlog,itf,48,1,5,8,4,64,4000,0.01,log,1.3353235514022962e-05,-9.221431098614457e-05,0.0006263518230022861
456,itf_dm48_el1_sl10_pl3_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,10,3,4,64,2000,0.05,log,1.2347204739435484e-05,-9.531380036786842e-05,0.0006265236337916683
160,itf_dm48_el1_sl5_pl3_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,5,3,4,16,2000,0.05,log,9.732118557893355e-06,-9.747417653869746e-05,0.0006274282836055954
697,itf_dm48_el1_sl20_pl3_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,20,3,4,64,200,0.01,log,1.2608012983936732e-05,-9.650344487517355e-05,0.000627468847920955
333,itf_dm48_el1_sl10_pl1_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,10,1,4,128,500,0.01,log,1.2667941334707725e-05,-8.998307164064315e-05,0.000627484334519471
280,itf_dm48_el1_sl5_pl8_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,5,8,4,64,4000,0.05,log,1.124798393426792e-05,-9.637161493748249e-05,0.0006288808535588694
632,itf_dm48_el1_sl20_pl1_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,20,1,4,64,1000,0.05,log,1.2691525691943594e-05,-9.445815269725757e-05,0.0006297797740363568
745,itf_dm48_el1_sl20_pl3_co4_bs64_bfs2000_lr0.01_stlog,itf,48,1,20,3,4,64,2000,0.01,log,1.2637092063458332e-05,-9.880565493419497e-05,0.0006305266962288331
133,itf_dm48_el1_sl5_pl3_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,5,3,4,32,500,0.01,log,1.2479562819179635e-05,-9.564023733181493e-05,0.0006306280113702132
53,itf_dm48_el1_sl5_pl1_co4_bs32_bfs1000_lr0.01_stlog,itf,48,1,5,1,4,32,1000,0.01,log,1.1668191431129084e-05,-9.299133267281351e-05,0.0006308595786156581
36,itf_dm48_el1_sl5_pl1_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,5,1,4,32,500,0.05,log,1.1140933896536687e-05,-9.815802777433111e-05,0.0006314756290094431
352,itf_dm48_el1_sl10_pl1_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,10,1,4,16,2000,0.05,log,1.0121536426475268e-05,-9.61089419960065e-05,0.0006323944363220636
993,itf_dm48_el1_sl40_pl3_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,40,3,4,16,500,0.01,log,1.2448745630835856e-05,-9.652700582015155e-05,0.0006332427621549754
424,itf_dm48_el1_sl10_pl3_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,10,3,4,64,500,0.05,log,1.20313499252856e-05,-9.640592449318463e-05,0.0006332874972002278
373,itf_dm48_el1_sl10_pl1_co4_bs32_bfs4000_lr0.01_stlog,itf,48,1,10,1,4,32,4000,0.01,log,1.2564673032779963e-05,-9.656609820449333e-05,0.0006337946103597621
249,itf_dm48_el1_sl5_pl8_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,5,8,4,64,1000,0.01,log,1.2444320539471666e-05,-9.609344191094773e-05,0.0006340519340204415
844,itf_dm48_el1_sl20_pl8_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,20,8,4,128,2000,0.05,log,1.170068303606663e-05,-8.598928221311471e-05,0.000634296988615063
816,itf_dm48_el1_sl20_pl8_co4_bs16_bfs1000_lr0.05_stlog,itf,48,1,20,8,4,16,1000,0.05,log,1.022916877299276e-05,-9.719623766291617e-05,0.0006348508042846323
364,itf_dm48_el1_sl10_pl1_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,10,1,4,128,2000,0.05,log,1.1220436066547554e-05,-9.391185153134361e-05,0.0006349649945014977
660,itf_dm48_el1_sl20_pl1_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,20,1,4,32,4000,0.05,log,1.1852198182139774e-05,-9.814323510031787e-05,0.000635407892158849
820,itf_dm48_el1_sl20_pl8_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,20,8,4,32,1000,0.05,log,1.118597133828225e-05,-9.878768536007417e-05,0.000636024191039319
978,itf_dm48_el1_sl40_pl3_co4_bs16_bfs200_lr0.001_stlog,itf,48,1,40,3,4,16,200,0.001,log,1.2101504097798699e-05,-9.795850545795499e-05,0.0006371190597118213
52,itf_dm48_el1_sl5_pl1_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,5,1,4,32,1000,0.05,log,1.127909556896897e-05,-0.00010088551929763418,0.0006371352411396107
925,itf_dm48_el1_sl40_pl1_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,40,1,4,128,1000,0.01,log,1.3103274731960204e-05,-0.00010198358515849668,0.0006382083432825824
173,itf_dm48_el1_sl5_pl3_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,5,3,4,128,2000,0.01,log,1.3040008958327594e-05,-9.895715409571426e-05,0.0006385571590071403
566,itf_dm48_el1_sl10_pl8_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,10,8,4,32,4000,0.001,log,1.2366109214327343e-05,-9.70338186655241e-05,0.0006385845412443241
685,itf_dm48_el1_sl20_pl3_co4_bs128_bfs128_lr0.01_stlog,itf,48,1,20,3,4,128,128,0.01,log,1.216747407937536e-05,-9.743517283436476e-05,0.0006388856123718398
452,itf_dm48_el1_sl10_pl3_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,10,3,4,32,2000,0.05,log,1.0356766955562909e-05,-9.9160837359676e-05,0.0006392145298521406
349,itf_dm48_el1_sl10_pl1_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,10,1,4,128,1000,0.01,log,1.262874030859317e-05,-9.745944994518684e-05,0.0006393575583705483
381,itf_dm48_el1_sl10_pl1_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,10,1,4,128,4000,0.01,log,1.2677952652585074e-05,-9.851443142009286e-05,0.0006395748363919018
344,itf_dm48_el1_sl10_pl1_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,10,1,4,64,1000,0.05,log,1.1740766491600543e-05,-9.803176620825672e-05,0.0006400493896649528
581,itf_dm48_el1_sl20_pl1_co4_bs32_bfs128_lr0.01_stlog,itf,48,1,20,1,4,32,128,0.01,log,1.229771844621087e-05,-9.795815594693287e-05,0.0006403380120890403
642,itf_dm48_el1_sl20_pl1_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,20,1,4,16,2000,0.001,log,1.3591694979290506e-05,-9.89515758047536e-05,0.0006410828690607991
985,itf_dm48_el1_sl40_pl3_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,40,3,4,64,200,0.01,log,1.2057031312791224e-05,-9.90322361015851e-05,0.0006412437682956942
421,itf_dm48_el1_sl10_pl3_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,10,3,4,32,500,0.01,log,1.1568082895483333e-05,-9.84814494230375e-05,0.000641253905973327
121,itf_dm48_el1_sl5_pl3_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,5,3,4,64,200,0.01,log,1.1507235930680385e-05,-9.855654448651541e-05,0.0006417071120001718
889,itf_dm48_el1_sl40_pl1_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,40,1,4,64,200,0.01,log,1.222736061744662e-05,-0.00010139534947741771,0.0006425518060501787
702,itf_dm48_el1_sl20_pl3_co4_bs128_bfs200_lr0.001_stlog,itf,48,1,20,3,4,128,200,0.001,log,1.330395748378783e-05,-8.119079749071894e-05,0.0006431164217801369
598,itf_dm48_el1_sl20_pl1_co4_bs32_bfs200_lr0.001_stlog,itf,48,1,20,1,4,32,200,0.001,log,1.2760015651193618e-05,-9.601347454364076e-05,0.0006441386495555619
429,itf_dm48_el1_sl10_pl3_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,10,3,4,128,500,0.01,log,1.2685681190753942e-05,-9.917638098622507e-05,0.0006454569279700135
641,itf_dm48_el1_sl20_pl1_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,20,1,4,16,2000,0.01,log,1.1506218436146932e-05,-9.906808031487965e-05,0.0006456984325589874
1016,itf_dm48_el1_sl40_pl3_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,40,3,4,64,1000,0.05,log,1.2253096104084752e-05,-0.00010236994674364414,0.0006460629586074093
812,itf_dm48_el1_sl20_pl8_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,20,8,4,128,500,0.05,log,1.3137536668575553e-05,-9.580451829820135e-05,0.0006462123287746604
834,itf_dm48_el1_sl20_pl8_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,20,8,4,16,2000,0.001,log,1.2929814134345671e-05,-0.00010558412504704882,0.0006467450778439898
330,itf_dm48_el1_sl10_pl1_co4_bs64_bfs500_lr0.001_stlog,itf,48,1,10,1,4,64,500,0.001,log,1.3198814088631432e-05,-0.0001016330103529358,0.0006473429162074751
1109,itf_dm48_el1_sl40_pl8_co4_bs32_bfs1000_lr0.01_stlog,itf,48,1,40,8,4,32,1000,0.01,log,1.1087708796344328e-05,-9.971259465089066e-05,0.0006476033563314331
546,itf_dm48_el1_sl10_pl8_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,10,8,4,16,2000,0.001,log,1.2759894874938681e-05,-0.00010281163680510687,0.0006479347212494015
1036,itf_dm48_el1_sl40_pl3_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,40,3,4,128,2000,0.05,log,1.1719266102690543e-05,-0.00010032054730268157,0.0006484873196032526
572,itf_dm48_el1_sl10_pl8_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,10,8,4,128,4000,0.05,log,1.1663613576349153e-05,-9.728061645322087e-05,0.0006489053724110266
1117,itf_dm48_el1_sl40_pl8_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,40,8,4,128,1000,0.01,log,1.291286676398574e-05,-9.506572233588173e-05,0.0006490082016865113
689,itf_dm48_el1_sl20_pl3_co4_bs16_bfs200_lr0.01_stlog,itf,48,1,20,3,4,16,200,0.01,log,1.1732905527225498e-05,-0.00010162343306220319,0.0006491685938338344
792,itf_dm48_el1_sl20_pl8_co4_bs64_bfs200_lr0.05_stlog,itf,48,1,20,8,4,64,200,0.05,log,1.268004425849221e-05,-0.00010239898675353269,0.0006494022301341665
634,itf_dm48_el1_sl20_pl1_co4_bs64_bfs1000_lr0.001_stlog,itf,48,1,20,1,4,64,1000,0.001,log,1.3433654334953115e-05,-0.00010237948379134953,0.0006500058480862096
670,itf_dm48_el1_sl20_pl1_co4_bs128_bfs4000_lr0.001_stlog,itf,48,1,20,1,4,128,4000,0.001,log,1.3583846497902002e-05,-9.417635677878107e-05,0.0006500389119380089
525,itf_dm48_el1_sl10_pl8_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,10,8,4,128,500,0.01,log,1.301761912525344e-05,-9.500440548285615e-05,0.0006502496790187544
564,itf_dm48_el1_sl10_pl8_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,10,8,4,32,4000,0.05,log,1.1897479509556327e-05,-0.00010656790676817803,0.0006511760225696858
857,itf_dm48_el1_sl20_pl8_co4_bs64_bfs4000_lr0.01_stlog,itf,48,1,20,8,4,64,4000,0.01,log,1.2957767461688132e-05,-0.00010266422916213732,0.0006515284331958283
1021,itf_dm48_el1_sl40_pl3_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,40,3,4,128,1000,0.01,log,1.3223612727288753e-05,-0.00010353398064573936,0.0006519682820733072
746,itf_dm48_el1_sl20_pl3_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,20,3,4,64,2000,0.001,log,1.22023158929592e-05,-9.913950873307632e-05,0.000652470028202876
1041,itf_dm48_el1_sl40_pl3_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,40,3,4,16,4000,0.01,log,1.1684794509211384e-05,-0.00010338818574526839,0.0006539884813195047
648,itf_dm48_el1_sl20_pl1_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,20,1,4,64,2000,0.05,log,1.1850498523856084e-05,-0.00010591361365870763,0.0006540723671229941
590,itf_dm48_el1_sl20_pl1_co4_bs128_bfs128_lr0.001_stlog,itf,48,1,20,1,4,128,128,0.001,log,1.2900551097684402e-05,-0.00010075034364573354,0.00065422809722775
852,itf_dm48_el1_sl20_pl8_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,20,8,4,32,4000,0.05,log,1.2184085176684435e-05,-0.00010581435885058475,0.0006543049197566078
645,itf_dm48_el1_sl20_pl1_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,20,1,4,32,2000,0.01,log,1.2587113167971677e-05,-0.00010498571624981091,0.0006545272014231467
956,itf_dm48_el1_sl40_pl1_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,40,1,4,128,4000,0.05,log,1.17694815186545e-05,-0.00010606040029507947,0.0006546935561872629
360,itf_dm48_el1_sl10_pl1_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,10,1,4,64,2000,0.05,log,1.0231746767839383e-05,-0.00010883686529455884,0.0006549438607499013
376,itf_dm48_el1_sl10_pl1_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,10,1,4,64,4000,0.05,log,1.1997280679552653e-05,-0.00010578667073734812,0.0006551395024733812
817,itf_dm48_el1_sl20_pl8_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,20,8,4,16,1000,0.01,log,1.2095238539779128e-05,-0.00010691711315236356,0.0006553626406715288
770,itf_dm48_el1_sl20_pl8_co4_bs16_bfs128_lr0.001_stlog,itf,48,1,20,8,4,16,128,0.001,log,1.250180117340501e-05,-9.583200829030736e-05,0.0006586890497520565
1045,itf_dm48_el1_sl40_pl3_co4_bs32_bfs4000_lr0.01_stlog,itf,48,1,40,3,4,32,4000,0.01,log,1.2711786323754313e-05,-0.00010558648441394468,0.0006598031554860049
436,itf_dm48_el1_sl10_pl3_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,10,3,4,32,1000,0.05,log,1.0742933654582737e-05,-0.00010964604943174616,0.000660368727198668
1048,itf_dm48_el1_sl40_pl3_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,40,3,4,64,4000,0.05,log,1.1378095939218252e-05,-0.00010836162899480455,0.0006616581055268935
1124,itf_dm48_el1_sl40_pl8_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,40,8,4,32,2000,0.05,log,1.164293761199371e-05,-0.00010730529946813413,0.0006617418422996954
469,itf_dm48_el1_sl10_pl3_co4_bs32_bfs4000_lr0.01_stlog,itf,48,1,10,3,4,32,4000,0.01,log,1.2054028303871403e-05,-0.00010706714573738719,0.0006631112817257521
430,itf_dm48_el1_sl10_pl3_co4_bs128_bfs500_lr0.001_stlog,itf,48,1,10,3,4,128,500,0.001,log,1.3446991979024821e-05,-9.866177926104404e-05,0.0006633341025145965
77,itf_dm48_el1_sl5_pl1_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,5,1,4,128,2000,0.01,log,1.2443604846871321e-05,-0.00010818582722818201,0.0006643369346889331
548,itf_dm48_el1_sl10_pl8_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,10,8,4,32,2000,0.05,log,1.1280689837820615e-05,-0.0001150318093280497,0.0006649197501683237
601,itf_dm48_el1_sl20_pl1_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,20,1,4,64,200,0.01,log,1.267182464792494e-05,-0.00011134829034488989,0.0006657922751806117
169,itf_dm48_el1_sl5_pl3_co4_bs64_bfs2000_lr0.01_stlog,itf,48,1,5,3,4,64,2000,0.01,log,1.208057166740377e-05,-0.00010997132874999115,0.0006665314665751085
621,itf_dm48_el1_sl20_pl1_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,20,1,4,128,500,0.01,log,1.2802004612701514e-05,-0.000106450417202164,0.000667739890526656
69,itf_dm48_el1_sl5_pl1_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,5,1,4,32,2000,0.01,log,1.0842042370349798e-05,-0.00011215596737141438,0.0006677990245087702
589,itf_dm48_el1_sl20_pl1_co4_bs128_bfs128_lr0.01_stlog,itf,48,1,20,1,4,128,128,0.01,log,1.2277180669212492e-05,-0.00010926989824195776,0.00066830909343914
93,itf_dm48_el1_sl5_pl1_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,5,1,4,128,4000,0.01,log,1.271213189072589e-05,-0.00010578865605472389,0.0006684749760784719
